Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std
919A,0.09660297,0.9258182,0.49786502,0.22423553
919B,0.12294128,0.8917824,0.5401335,0.21820131
91A,-0.23294593,0.8805913,0.64269227,0.17590198
91B,0.16700345,0.8960094,0.77594256,0.08255516
920A,0.27645525,0.90101767,0.8222128,0.034960844
920B,0.6104495,0.89740205,0.82242143,0.022648213
921A,-0.37994722,0.2591171,-0.029593088,0.070269816
921B,-0.3706607,0.2583784,-0.028501961,0.06856827
922A,0.029658923,0.87096775,0.6210899,0.09579561
922B,-0.037928727,0.87709075,0.62576324,0.08868075
923A,-0.1091703,0.8489526,0.31566975,0.12237813
923B,-0.22161627,0.88143325,0.43282902,0.09977855
924A,-0.36752138,0.84806263,0.3856237,0.14512162
924B,-0.27828056,0.84371006,0.34720603,0.12514444
925A,-0.2664503,0.79520893,0.4130298,0.09471816
925B,-0.30621868,0.77358943,0.36075532,0.11244979
926A,-0.22837706,0.10147992,-0.05305807,0.032852188
926B,-0.22155689,0.11130435,-0.050775476,0.03564104
927A,0.08520179,0.90123975,0.717433,0.09046761
927B,0.120525934,0.89193976,0.7288475,0.09896656
928A,0.012899607,0.91022444,0.32674327,0.12984248
928B,0.038724374,0.89071035,0.37650573,0.12343314
929A,-0.09283019,0.91424906,0.8331307,0.032575335
929B,0.6069519,0.905804,0.8341235,0.021424474
92A,-0.076745525,0.7179689,0.19389859,0.09992134
92B,-0.013051585,0.7227787,0.17379892,0.08150189
930A,-0.5270936,0.91138715,0.55265576,0.24843702
930B,-0.8655617,0.90409356,0.5001774,0.21994066
931A,0.33499688,0.8877964,0.6890209,0.08502386
931B,0.26068112,0.8966165,0.75468194,0.06495616
932A,0.13880445,0.8541374,0.5719923,0.10580968
932B,0.16324063,0.8227463,0.5181144,0.13457935
933A,-0.6267239,0.8088235,0.4745785,0.078377604
933B,-0.60897434,0.8496583,0.51215005,0.072918616
934A,0.14442162,0.8673575,0.58243567,0.11374235
934B,0.12323232,0.9014685,0.52918786,0.10060275
935A,-0.24813008,0.87342995,0.3956364,0.19034718
935B,-0.2900045,0.8900358,0.45348555,0.18608324
936A,0.42622277,0.92420936,0.8378688,0.036425468
936B,0.2403599,0.9190051,0.83346283,0.03680792
937A,-0.49788892,0.8584737,0.59133846,0.22665028
937B,-0.3117371,0.8441282,0.49066082,0.17723623
938A,-0.08672567,0.9135608,0.7364582,0.15105419
938B,-0.052388288,0.9219701,0.76451945,0.09960559
939A,-0.6823821,0.9183381,0.7285094,0.3745495
939B,-0.65482235,0.92416525,0.63584924,0.35672292
93A,-0.24358974,0.82950485,0.35796043,0.13349865
93B,0.076233186,0.77182645,0.28002942,0.08403287
940A,0.04467641,0.9603306,0.65206826,0.2268976
940B,0.128634,0.96878254,0.77084494,0.13826644
941A,0.23728389,0.94348896,0.86208797,0.049535308
941B,0.20408164,0.94417864,0.8611248,0.076621585
942A,0.05238415,0.7303448,0.26862553,0.10518741
942B,-0.2396075,0.76128095,0.29845238,0.111910515
943A,-0.53030765,0.8073951,0.39221796,0.08249289
943B,-0.37567732,0.8517001,0.39071596,0.118059225
944A,0.19565792,0.81433564,0.6588645,0.074245945
944B,0.11090226,0.80397266,0.62024486,0.089678176
945A,-0.22582826,0.8916834,0.69687426,0.17870462
945B,-0.02550091,0.8661782,0.727152,0.15684906
946A,-0.4536983,0.94115883,0.7501879,0.19423503
946B,-0.25581396,0.9730185,0.85778093,0.08092677
947A,-0.050233323,0.9969789,0.41824168,0.16482334
947B,0.12542373,0.9980714,0.54593015,0.1415121
948A,-0.4909091,0.8337512,0.2876847,0.1283572
948B,-0.29850745,0.85710824,0.33927238,0.18235524
949A,-0.5839196,0.8775913,0.060121566,0.23891042
949B,-0.5226481,0.9423876,0.5807737,0.23603873
94A,-0.2850679,0.8553936,0.5960095,0.16643293
94B,-0.39937598,0.84819067,0.5487338,0.21369594
950A,-0.34126985,0.8843323,0.5342835,0.21527913
950B,-0.22912621,0.9125,0.46127114,0.24273708
951A,0.25092623,0.9263834,0.84154695,0.03214798
951B,-0.5087948,0.93461627,0.84074986,0.15327111
952A,0.18002628,0.89980835,0.8017907,0.056493174
952B,0.1676221,0.9052188,0.7689433,0.06142321
953A,-1.0,0.9036011,0.549335,0.19729163
953B,-0.49425286,0.8977368,0.6121527,0.1087745
954A,-0.50627613,0.92196405,0.7100109,0.2274535
954B,-0.67346936,0.92745656,0.6438033,0.31288567
955A,0.124860235,0.8282477,0.5111245,0.141578
955B,0.13884711,0.8410264,0.5376115,0.11613504
956A,-0.49265906,0.94668007,0.6078633,0.22632293
956B,-0.46583852,0.9362798,0.7005446,0.16876534
957A,-0.068767436,0.98630136,0.5373745,0.17478253
957B,-0.06470279,0.9911111,0.596695,0.19488582
958A,-0.021214338,0.9156035,0.81843776,0.08130891
958B,-0.17426273,0.9190969,0.7936515,0.101877265
959A,-0.4169279,0.888977,0.48981673,0.18886147
959B,-0.36574075,0.8905254,0.60181785,0.18961428
95A,0.11821705,0.79023886,0.45029593,0.10925972
95B,0.12328767,0.78761756,0.47411734,0.10240897
960A,-0.5745063,0.96205086,0.571143,0.21455841
960B,-0.044112004,0.95870614,0.57513463,0.18199337
961A,-0.31088084,0.89429617,0.57343173,0.08729873
961B,0.11077216,0.9038536,0.6348169,0.11433086
962A,-0.04447501,0.8876462,0.7105669,0.12049991
962B,-0.23244147,0.8829517,0.6968312,0.11061855
963A,0.10625,0.8965566,0.6707975,0.13356142
963B,0.28673086,0.91194266,0.6493256,0.15218131
964A,-0.012398158,0.9910314,0.5625267,0.17460515
964B,0.020194234,0.9527326,0.5562631,0.16923119
965A,0.01519262,0.743197,0.1501454,0.034516543
965B,0.00747198,0.84764105,0.12240614,0.051928684
966A,-0.21456103,0.8801114,0.60734427,0.18720822
966B,-0.2259887,0.8824001,0.61427706,0.18387346
967A,-0.32644957,0.90880275,0.79852706,0.11786878
967B,-0.30456227,0.9103713,0.80508393,0.10457805
968A,-0.20268457,0.9300139,0.38726902,0.3052033
968B,-0.17013463,0.8535565,0.023444891,0.16334225
969A,-0.604,0.8870432,-0.2523844,0.27257857
969B,-0.49466193,-0.07079646,-0.321626,0.040141996
96A,-0.33490846,0.9712426,0.33701694,0.26863682
96B,-0.38048345,0.9673289,0.2779146,0.23569638
970A,0.12773722,0.87542087,0.43609208,0.14973097
970B,0.15689532,0.849381,0.43225962,0.123916246
971A,-0.1627907,0.9309655,0.77579546,0.13649204
971B,0.10071942,0.92676336,0.8168162,0.08800267
972A,-0.98039216,0.914557,0.55796546,0.281721
972B,-0.35576922,0.9047619,0.4850888,0.3170515
973A,-0.35229903,0.9810147,0.29673627,0.18084775
973B,-0.275817,0.9144737,0.26074883,0.11235072
974A,0.012166627,0.89672947,0.4543543,0.16174448
974B,-0.07934352,0.9054746,0.49518436,0.18431091
975A,-0.449182,0.9304572,0.4391473,0.17738062
975B,-0.4927576,0.9204244,0.41664964,0.17791806
976A,-0.09330144,0.78918624,0.33595178,0.11515969
976B,-0.5039902,0.81964386,0.3196836,0.119172916
977A,-0.058453802,0.98476076,0.7295301,0.1262058
977B,-0.18809777,0.9471002,0.736318,0.12031816
978A,-0.033502538,0.8918387,0.7677082,0.09120189
978B,0.0061652283,0.89493304,0.75718284,0.08346506
979A,0.17129822,0.84103894,0.5770219,0.1280418
979B,0.07602339,0.837441,0.54606164,0.1251301
97A,-0.43606558,0.91901946,0.29845333,0.15466243
97B,-0.40233722,0.8793017,0.32680303,0.1398036
980A,-0.37937558,0.8390476,0.32560575,0.11969247
980B,-0.07765452,0.87580615,0.32510003,0.14270167
981A,-0.21799308,0.8959881,0.72645605,0.2247026
981B,-0.34894612,0.8814277,0.32136208,0.4277978
982A,-0.85393256,-0.34308943,-0.6979995,0.034704372
982B,-0.78479195,-0.5824176,-0.6873775,0.020523543
983A,0.064935066,0.84051955,0.5040016,0.091679834
983B,0.07911715,0.81851095,0.48917863,0.12837422
984A,0.2900201,0.8939581,0.78972995,0.048904434
984B,0.29374337,0.90916735,0.80804086,0.039969534
985A,-0.518283,0.92396456,0.8675989,0.087012164
985B,0.40560594,0.9314542,0.8774378,0.035475552
986A,-0.2319842,0.8613576,0.31980014,0.14124426
986B,-0.22605364,0.85403097,0.4461187,0.17089906
987A,-0.17172775,0.8731322,0.40416157,0.13845031
987B,-0.1589896,0.8662352,0.41514862,0.11905536
988A,-0.31126535,0.8500598,0.5200793,0.19860883
988B,-0.14025915,0.8516335,0.47183084,0.14582898
989A,-0.0037523452,0.9115567,0.3891326,0.17970508
989B,-0.08407382,0.89709765,0.40928668,0.14044826
98A,-0.49359813,0.9638875,0.45819288,0.15474722
98B,-0.39958012,0.9599466,0.4552737,0.13890366
990A,-0.2866016,0.8901358,0.3824422,0.112913944
990B,0.08459384,0.8773869,0.4027431,0.072366476
991A,-0.05928854,0.8955078,0.46941864,0.17968449
991B,-0.20267048,0.90301174,0.51607877,0.23288517
992A,0.21517509,0.92904764,0.71701944,0.07277623
992B,0.19853836,0.9302629,0.721905,0.07671828
993A,-0.65536726,0.93154144,0.52471334,0.15839204
993B,-0.5174377,0.91845864,0.4888805,0.17071356
994A,-0.445215,0.8942226,0.52692616,0.10472714
994B,-0.6063561,0.87323403,0.46412438,0.113723576
995A,0.13857229,0.8464123,0.48976296,0.10694443
995B,0.09115646,0.84338295,0.4345563,0.11996145
996A,-0.020704573,0.9003247,0.80773866,0.083646834
996B,-0.6858345,0.9053666,0.65388024,0.37429422
997A,-0.009719223,0.84374094,0.61141855,0.092395574
997B,-0.060009602,0.89322823,0.60759926,0.093959376
998A,0.07672634,0.9582543,0.811648,0.104885206
998B,0.094076656,0.9289645,0.75693154,0.1368648
999A,-0.39645946,0.9433962,0.5712817,0.1718326
999B,0.012315522,0.9770492,0.5965308,0.14361352
99A,0.13163744,0.9414141,0.65453696,0.13507329
99B,0.10730349,0.9066293,0.5938541,0.15303515
9A,0.07866365,0.9052155,0.3508564,0.10367353
9B,-0.06554798,0.8780638,0.33343863,0.11913248
