Latitud,Longitudes,Cloudiness Mean,Water percentage Mean,Vegetation percentage Mean,Year,Month,Duration_Days,NDVI_Mean_A,NDVI_Std_A,RGB_Mean_A,RGB_Std_A,VV_Mean_A,VV_Std_A,VH_Mean_A,VH_Std_A,NDVI_Mean_B,NDVI_Std_B,RGB_Mean_B,RGB_Std_B,VV_Mean_B,VV_Std_B,VH_Mean_B,VH_Std_B
-17.06761395191519,137.5006134822777,1.501942166666667,1.649337666666667,34.09054183333333,2019,3,92,0.5087422,0.081186146,49.96823,17.304092,104.4551,10.062693,51.66797,13.261602,0.51314026,0.06756748,48.21362,14.910329,109.63973,10.496933,57.914783,12.900323
0.860404146345175,21.69239445709422,0.193067,0.025561,99.577504,2022,9,91,0.76061594,0.031610787,33.34834,5.8212013,149.06673,13.286706,93.36692,13.087259,0.74885523,0.03336678,34.35145,5.7339983,148.96283,12.945128,94.1149,12.82292
26.23305969872719,82.96701113650926,0.0157035714285714,0.8486635714285714,65.59531685714286,2022,1,90,0.62802374,0.1930933,57.218567,28.38122,122.17562,17.215607,67.02456,16.246424,0.62108946,0.18826433,56.605328,26.447115,122.39846,17.20276,67.310196,16.192337
-33.83840888877969,-53.94016229321842,0.888705125,21.19811762499999,69.519471,2021,8,92,0.5832803,0.19751646,62.342213,26.525644,111.30106,13.665697,49.90332,16.877396,0.51832646,0.22022036,64.01918,26.547941,113.68668,15.791202,53.94569,14.62456
14.76885571598175,108.536952766394,1.4533015,12.37285725,78.43605449999998,2020,1,91,0.64269227,0.17590198,51.963867,21.40092,132.7237,28.61211,74.503204,26.782131,0.77594256,0.08255516,36.722523,13.782883,145.005,36.413727,88.58045,34.33022
28.95752977469313,74.5076604026491,0.3740443333333334,0.05726,36.80839433333333,2021,5,92,0.19389859,0.09992134,163.45705,43.346848,82.716255,22.59101,16.610733,20.865398,0.17379892,0.08150189,168.46703,42.024803,79.36739,21.04882,11.85738,16.78454
-19.52669591099759,139.7324688058652,0.270927,0.0130566666666666,22.92946833333333,2022,2,89,0.35796043,0.13349865,84.93411,38.131542,87.934784,20.096575,32.971775,21.84563,0.28002942,0.08403287,85.20617,30.6307,108.77045,20.767668,55.379704,21.417747
24.23434335511737,81.11153288742497,0.0886314545454545,3.341697272727272,67.04335636363636,2022,9,91,0.5960095,0.16643293,57.92546,18.999634,129.93988,20.470024,72.6886,18.984617,0.5487338,0.21369594,61.38728,20.610731,128.08917,27.36037,71.35027,23.100872
9.327514768443583,22.6705778126375,1.281146857142857,0.0010725714285714,62.120093,2019,9,91,0.45029593,0.10925972,45.620747,13.663009,125.35532,11.828739,72.81918,12.232387,0.47411734,0.10240897,45.419952,14.197333,127.16427,12.217599,75.2562,12.419909
37.69898239568298,-113.1437857342057,0.2018,0.03829,24.433145,2021,4,91,0.33701694,0.26863682,129.08188,63.651722,85.263016,21.989477,23.335457,23.194149,0.2779146,0.23569638,134.75975,59.156548,99.184814,31.193521,34.886555,30.398825
-33.55081694922645,147.3409958182401,0.017701,0.091874,21.589079,2019,3,92,0.29845333,0.15466243,66.99833,27.952631,87.60873,16.475346,11.605328,16.988708,0.32680303,0.1398036,63.47156,24.809566,91.2406,17.68943,16.029934,21.106977
-35.36345421533942,143.7875690303351,0.3477085,0.79323,45.325336,2022,2,89,0.45819288,0.15474722,60.656433,26.782473,75.30141,21.468561,14.535728,20.606434,0.4552737,0.13890366,57.792633,27.909334,90.754456,18.131721,27.75135,24.232594
